Author,Year,Data Source,Pesticide,Pesttype,Duration,Concentration,Kingdom,Phylum,Class,Order,Family,Genus,Species,Originalspeciesprovided,Core,Control,Treatment,Percentchange,Log2fold.change,All.Logs,Type,Sig,,,,
Motta et al ,2020,Fig. 2D,Roundup,Herbicide formulation,3 days,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,7032733.191,398655.6373,-0.9433142668,,-4.14087051,Noncomp,All,,,,
Motta et al ,2020,Fig. 3C,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,1320604.998,73757.51377,-0.9441486940,,-4.162265174,Noncomp,All,,,,
Motta and Moran,2020,Fig. 4A,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,8027961.169,390935.6383,-0.9513032475,,-4.360030625,Noncomp,All,,,,
Motta and Moran,2020,Fig. 4B,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,6706108.693,324911.2178,-0.9515499625,,-4.367358407,Noncomp,All,,,,
Motta and Moran,2020,Fig. 4A,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,5455594.781,259701.0372,-0.9523973008,,-4.39281281,Noncomp,All,,,,
Motta et al ,2020,Fig. S1B,Roundup,Herbicide formulation,5 days,1 mM ,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,21.26318716,0.961357869,-0.9547876872,,-4.46714047,Comp,All,,,,
DeGrandi Hoffman et al,2017,Fig. 1,Pristine,Fungicide,21 days,"11,410 ppb",Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,12.73,0.53,-0.9583660644,,-4.586096249,Comp,All,,,,
Motta et al ,2020,Fig. S5C,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,1625394.943,65944.42445,-0.9594286762,,-4.623395814,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,17.29393468,0.684292379,-0.9604316547,,-4.659509454,Comp,All,,,,
Motta and Moran,2020,Fig. S1B,Glyphosate,Herbicide,10 days,0.04mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,21.44230769,0.769230769,-0.9641255605,,-4.8008999,Comp,All,,,,
Motta et al ,2020,Fig. S1A,Roundup,Herbicide formulation,5 days,1 mM ,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,2811018.063,94901.4236,-0.9662394828,,-4.888519185,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2A,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,6118805.758,202612.7013,-0.9668868879,,-4.91645358,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1B,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,21.44230769,0.673076923,-0.9686098655,,-4.993544978,Comp,All,,,,
Motta and Moran,2020,Fig. S2A,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,10964781.96,331131.1215,-0.9698004828,,-5.049330704,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2A,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,6118805.758,184784.9797,-0.9698004828,,-5.049330704,Noncomp,All,,,,
Yang et al ,2019,Fig. 3E,Chlorpyrifos,Insecticide,30 days,1 mg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,0.146961326,0.00441989,-0.9699248120,,-5.055282436,Comp,All,,,,
Motta et al ,2020,Fig. S5I,Roundup,Herbicide formulation,4 weeks,0.001%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,,N,1549401.366,45262.41319,-0.9707871606,,-5.097253601,Noncomp,All,,,,
DeGrandi Hoffman et al,2017,Fig. 1,Pristine,Fungicide,21 days,"11,410 ppb",Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus larvae,,N,10.302,0.286,-0.9722384003,,-5.170765488,Comp,All,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,20 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,13.4992224,0.373250389,-0.9723502304,,-5.176588732,Comp,All,,,,
Yang et al ,2019,Fig. 3E,Amitraz,Insecticide,15 days,1 mg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,,N,0.040883978,0.001104972,-0.9729729730,,-5.209453366,Comp,All,,,,
Motta and Moran,2020,Fig. S1B,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,21.44230769,0.576923077,-0.9730941704,,-5.215937399,Comp,All,,,,
Motta et al ,2020,Fig. S6I,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,,N,103577.9176,2675.968002,-0.9741646862,,-5.274511784,Noncomp,All,,,,
Motta et al ,2020,Fig. S3C,Roundup,Herbicide formulation,3 days,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,1193776.642,28942.66125,-0.9757553798,,-5.366191538,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1J,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,9.530685921,0.216606498,-0.9772727273,,-5.459431619,Comp,All,,,,
Motta et al ,2020,Fig. 1C,Roundup,Herbicide formulation,5 days,1 mM ,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,6479823.39,141218.9355,-0.9782063604,,-5.51994904,Noncomp,All,,,,
Motta et al ,2020,Fig. 4B,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,2721338.768,53680.14306,-0.9802743621,,-5.663784236,Noncomp,All,,,,
Motta et al ,2020,Fig. S1A,Glyphosate,Herbicide,5 days,1 mM ,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,2811018.063,51312.98422,-0.9817457650,,-5.775624983,Noncomp,All,,,,
Motta et al ,2020,Fig. S4K,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,,,N,95528.38823,1705.250084,-0.9821492845,,-5.807874285,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1A,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,14.30793157,0.248833593,-0.9826086957,,-5.845490051,Comp,All,,,,
Motta et al ,2020,Fig. S5I,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,,N,2329233.967,39511.29931,-0.9830367838,,-5.881446463,Noncomp,All,,,,
Motta et al ,2020,Fig. S1B,Glyphosate,Herbicide,5 days,1 mM ,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,21.26318716,0.345062139,-0.9837718524,,-5.945357862,Comp,All,,,,
Motta et al ,2020,Fig. S4L,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,,N,45522.68276,574.7694425,-0.9873739989,,-6.307458408,Noncomp,All,,,,
Motta and Moran,2020,Fig. 4A,Glyphosate,Herbicide,20 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,7004783.822,83378.22235,-0.9880969600,,-6.392526104,Noncomp,All,,,,
Motta et al ,2020,Fig. 1C,Glyphosate,Herbicide,5 days,1 mM ,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,6479823.39,73661.01305,-0.9886322499,,-6.458909444,Noncomp,All,,,,
Liu et al ,2019,Fig. 2C,Thiacloprid,Insecticide,7 days,2.0 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,107951482.5,1212938.005,-0.9887640449,,-6.475733431,Noncomp,All,,,,
Motta et al ,2020,Fig. S5I,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,,N,1235387.716,8469.716084,-0.9931440826,,-7.188434566,Noncomp,All,,,,
Motta et al ,2020,Fig. 7C,Roundup,Herbicide formulation,1 topical treatment,1.00%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,8728897.818,48982.04358,-0.9943885191,,-7.477402723,Noncomp,All,,,,
Zhu et al ,2020,Fig. 2C,Nitenpyram,Insecticide,14 days,300 µg/kg,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,39.85064494,0.203665988,-0.9948892675,,-7.612254192,Comp,All,,,,
Motta et al ,2020,Fig. 7C,Roundup,Herbicide formulation,1 topical treatment,3.00%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,8728897.818,27957.25096,-0.9967971614,,-8.286433181,Noncomp,All,,,,
Motta et al ,2020,Fig. 4B,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,5406537.936,9648.772123,-0.9982153511,,-9.130143988,Noncomp,All,,,,
Motta et al ,2020,Fig. S6G,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,774263.6827,913.6593726,-0.9988199635,,-9.726952853,Noncomp,All,,,,
Motta et al ,2020,Fig. S4J,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,5.146813857,0.00194295,-0.9996224947,,-11.3712154,Noncomp,All,,,,
Motta et al ,2020,Fig. S6I,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,,N,103577.9176,24.08127013,-0.9997675058,,-12.07051735,Noncomp,All,,,,
Motta et al ,2020,Fig. S5I,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,,N,1549401.366,339.7406716,-0.9997807278,,-12.15498936,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2O,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,1263347.551,179.3936667,-0.9998580013,,-12.781835,Noncomp,All,,,,
Motta and Moran,2020,Fig. 4A,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2822655.618,147.1509797,-0.9999478679,,-14.22746835,Noncomp,All,,,,
Motta et al ,2020,Fig. S4J,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,36.11538989,0.000956686,-0.9999735103,,-15.20420936,Noncomp,All,,,,
Motta et al ,2020,Fig. 4B,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,1972563.787,31.39745234,-0.9999840829,,-15.93906493,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2D,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,75857.7575,1.031177275,-0.9999864064,,-16.16671673,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2O,Glyphosate,Herbicide,10 days,0.04mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,1263347.551,1,-0.9999992085,,-20.26882015,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1Q,Glyphosate,Herbicide,10 days,0.04mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,2.352941176,6.59E-15,-1.0000000000,,-48.34263699,Comp,All,,,,
Motta et al ,2020,Fig. S4L,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,,N,0.003712105,971.2740198,261649.4698748820,,17.99728132,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S6I,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,,N,0.075485337,2324.942485,30798.9221176011,,14.91063908,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S4K,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,,,N,0.00354543,19.26496445,5432.7460531877,,12.40773143,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S6I,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,,N,0.075485337,373.6965462,4949.5846231124,,12.27338319,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S4H,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,0.129526774,460.1732277,3551.7266826244,,11.79471099,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S6F,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,515.5018353,270180.9201,523.1124309112,,9.033732517,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S6I,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,,N,0.075485337,39.39307177,520.8638956603,,9.027529785,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S6F,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,515.5018353,252858.5818,489.5095666007,,8.938137464,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S6I,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,,N,0.075485337,22.44631422,296.3599278743,,8.216066433,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S4K,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,,,N,43.8918722,11647.29742,264.3634223671,,8.051825713,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S6F,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,515.5018353,14637.52419,27.3947082055,,4.827550181,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S6C,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,37436.775,886429.0475,22.6780290875,,4.565477094,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S6F,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,515.5018353,11998.76895,22.2758995793,,4.540765022,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S6C,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,37436.775,870543.698,22.2537043552,,4.539388653,Noncomp,Yes,,,,
Zhu et al ,2020,Fig. 2C,Nitenpyram,Insecticide,14 days,300 µg/kg,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,0.509164969,11.13374067,20.8666666667,,4.450661409,Comp,Yes,,,,
Motta et al ,2020,Fig. S6C,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,37436.775,809798.4914,20.6310964627,,4.435034891,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S4I,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,4993.587893,94665.22603,17.9573565241,,4.244685899,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S6C,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,37436.775,553930.7792,13.7964342307,,3.88717764,Noncomp,Yes,,,,
DeGrandi Hoffman et al,2017,Text,Pristine,Fungicide,21 days,"11,410 ppb",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,0.6,6.6,10.0000000000,,3.459431619,Comp,Yes,,,,
DeGrandi Hoffman et al,2017,Text,Pristine,Fungicide,21 days,"11,410 ppb",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,1.6,13.7,7.5625000000,,3.098032083,Comp,Yes,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Apibacter,Apibacter adventoris,,N,,,,2.94,2.936895362,Comp,Yes,,,,
Motta et al ,2020,Fig. S4F,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,Lactobacillus helsingborgensis,Y,44872.95219,335970.838,6.4871569973,,2.904418006,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S2E,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,703936.7395,4804125.563,5.8246552464,,2.770756169,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S4C,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,Lactobacillus mellifer,Y,1899.965192,10577.6756,4.5672996787,,2.476977743,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S2E,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,703936.7395,3312679.134,3.7059330025,,2.234480781,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1D,Glyphosate,Herbicide,20 days,1.0mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,1.257763975,5.093167702,3.0493827160,,2.017702002,Comp,Yes,,,,
Motta and Moran,2020,Fig. S2C,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,239418.347,950226.3099,2.9688951241,,1.98873744,Noncomp,Yes,,,,
Motta et al ,2020,Fig. S4A,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,77159.14159,297148.1105,2.8511070023,,1.945273209,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1F,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,6.088560886,22.80442804,2.7454545455,,1.905140814,Comp,Yes,,,,
Zhu et al ,2020,Fig. 2C,Nitenpyram,Insecticide,14 days,300 µg/kg,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,0.27155465,0.984385608,2.6250000000,,1.857980995,Comp,Yes,,,,
Motta and Moran,2020,Fig. S1D,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,0.434782609,1.49068323,2.4285714286,,1.777607579,Comp,Yes,,,,
Motta and Moran,2020,Fig. S1F,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,6.088560886,19.15129151,2.1454545455,,1.653268514,Comp,Yes,,,,
Motta and Moran,2020,Fig. S1O,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,5.113500597,14.67144564,1.8691588785,,1.520627859,Comp,Yes,,,,
Motta and Moran,2020,Fig. S1M,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,1.583876221,4.271172638,1.6966580977,,1.431172618,Comp,Yes,,,,
Motta et al ,2020,Fig. S4E,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,Lactobacillus apis,Y,326801.0302,844200.4495,1.5832245664,,1.369173066,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1F,Glyphosate,Herbicide,15 days,0.04mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,6.088560886,15.16605166,1.4909090909,,1.316672369,Comp,Yes,,,,
Motta et al ,2020,Fig. S4D,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,1984168.511,4635681.315,1.3363344846,,1.224246834,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S1G,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,4.050235479,8.85400314,1.1860465116,,1.128324097,Comp,Yes,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,N,,,,1.10,1.098732518,Comp,Yes,,,,
Zhu et al ,2020,Fig. 2C,Nitenpyram,Insecticide,14 days,300 µg/kg,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,6.245756959,12.89884589,1.0652173913,,1.046293652,Comp,Yes,,,,
Motta et al ,2018,Fig. S1,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Giliamella apicola,,Y,0.070080863,0.140161725,1.0000000000,,1,Comp,Yes,,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,7.5 mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,0.9935,0.9935,Noncomp,Yes,,,,
Motta and Moran,2020,Fig. S2J,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,10198067.63,19711465.29,0.9328627753,,0.950739216,Noncomp,Yes,,,,
Rouze et al ,2019,Fig. 2F,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Giliamella apicola,,Y,,,,0.9419,0.9419,Noncomp,Yes,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Alpha_2.1,,,N,,,,0.90,0.896857077,Comp,Yes,,,,
Motta and Moran,2020,Fig. S1G,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,4.050235479,7.15855573,0.7674418605,,0.821662759,Comp,Yes,,,,
Motta and Moran,2020,Fig. S1G,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,4.803767661,8.288854003,0.7254901961,,0.787006277,Comp,Yes,,,,
Motta and Moran,2020,Fig. S1G,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,4.803767661,8.288854003,0.7254901961,,0.787006277,Comp,Yes,,,,
Motta et al ,2020,Fig. S1C,Roundup,Herbicide formulation,5 days,1 mM ,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,31.98340911,50,0.5633105221,,0.644604371,Comp,Yes,,,,
